mean,median,std_dev,max,min,entropy,edges_mean,fft_mean,fft_median,fft_std,fft_max,fft_min,haar_mean,haar_median,haar_std,haar_max,haar_min,dct_mean,dct_median,dct_std,dct_max,dct_min,label
0.3283336372,0.3223427451,0.3007328146,1,0,13.83583589,0.07055625,15.60501706,1.919389247,177.4130659,52533.38194,0.0003338124459,0.6566672743,0.6518504902,0.5994531623,1.996078431,0,0.0001770481778,-2.54E-06,0.4452450693,131.3334549,-53.69596581,0
0.3554540372,0.3666733333,0.2156057849,0.9300356863,0,15.69604578,0.0808,10.84456852,1.282836956,165.9389757,56872.64595,0.001976879424,0.7109080743,0.7346007843,0.4299492212,1.854758431,0,0.0005598242316,1.16E-05,0.4157320214,142.1816149,-40.44259712,0
0.2756925093,0.05275058824,0.3141985263,0.9870964706,0.001696470588,13.45919415,0.0697125,18.88058904,3.157928083,166.1320412,44110.80148,0.001790862658,0.5513850185,0.1047380392,0.6240965423,1.95412902,0.01003745098,0.0001468926598,-1.61E-05,0.4180036507,110.2770037,-81.27973146,0
0.2212412289,0.04705882353,0.2221771935,0.9898956863,0,10.26177414,0.04760625,9.53327289,1.477196953,125.0551022,35398.59663,0.002520353184,0.4424824579,0.09215686275,0.4432852473,1.924041176,0.01512078431,0.0001706547794,7.34E-06,0.3135448254,88.49649158,-57.73207029,0
0.4563650602,0.476272549,0.2305231739,1,0,15.87209868,0.06163125,12.71035282,1.87716304,204.1177289,73018.40963,0.004056210129,0.9127301204,0.9523319608,0.4595934581,1.998586275,0,0.001942753479,6.25E-06,0.5112790115,182.5460241,-16.22258273,0
0.4123481739,0.4700711765,0.3007592012,0.9980207843,0.004166666667,13.63486784,0.07471875,12.26984525,1.206805952,203.7827006,65975.70782,0.001666007059,0.8246963478,0.9375382353,0.5999447237,1.994791569,0.03766411765,0.0002294821164,9.23E-07,0.5103793304,164.9392696,-92.34795609,0
0.4703292706,0.5012586275,0.2715860906,0.9986011765,0,15.76855708,0.07353125,12.38102448,1.157390294,216.8909648,75252.68329,0.002254187642,0.9406585411,1.00161902,0.5417772728,1.99187451,0,0.001121118756,1.02E-06,0.5431089858,188.1317082,-73.73215862,0
0.2610473323,0.007843137255,0.3723771546,0.9480733333,0,7.368528708,0.03140625,13.45455594,2.740103085,181.4074081,41767.57316,0.005996561847,0.5220946645,0.01568627451,0.7435671444,1.866330588,0,6.29E-05,4.26E-07,0.4547641708,104.4189329,-104.0241837,0
0.2520974981,0.01288823529,0.3025885196,0.997172549,0,9.531411547,0.05135625,12.82697283,1.319022387,157.0144659,40335.5997,0.002667783713,0.5041949963,0.02665088235,0.6034953554,1.99322902,0,6.81E-05,-1.29E-06,0.393843822,100.8389993,-84.38371282,0
0.5391487639,0.5381592157,0.2186059271,0.9852082353,0,15.6096615,0.0720375,10.16301555,1.179234277,232.4906529,86263.80222,0.005480247883,1.078297528,1.075965196,0.4361165117,1.959091176,0.002109607843,0.002065187936,-9.47E-06,0.5817780298,215.6595056,-18.32861285,0
0.2981949946,0.3867782353,0.2445096573,0.9176470588,0,12.08406607,0.0694,13.31553596,2.733256111,153.6734618,47711.19914,0.004030240764,0.5963899892,0.7735040196,0.4872073062,1.800102353,0,0.0002160307485,8.57E-06,0.385623107,119.2779978,-51.50572329,0
0.206689903,0.05490196078,0.245457119,0.8944807843,0.007843137255,9.180199597,0.02711875,6.798117077,0.9553208547,128.1755504,33070.38448,0.001499189811,0.413379806,0.1089592157,0.490455955,1.751825294,0.02745098039,0.0001555477173,9.96E-06,0.3208892162,82.6759612,-63.5849041,0
0.2800478193,0.07661372549,0.347261131,1,0,11.94661496,0.0791875,17.14454583,1.513728682,177.6198086,44807.65109,0.001525763345,0.5600956386,0.1678902941,0.6912533085,2,0,7.63E-05,-7.57E-07,0.4461132909,112.0191277,-92.53726398,0
0.2925753933,0.1213592157,0.3207163573,1,0.002232156863,10.64287903,0.063225,14.39774495,2.084594474,173.0497031,46812.06293,0.002890845996,0.5851507866,0.2436041176,0.6397907798,1.99469451,0.009583333333,0.0005861722567,-5.08E-06,0.4341186462,117.0301573,-57.06869946,0
0.4891103757,0.5223184314,0.2684859617,0.9806537255,0,15.74489694,0.07056875,13.6353734,2.349694103,222.7650421,78257.66012,0.0007214052553,0.9782207515,1.04407098,0.5353937352,1.935385686,0.006666666667,0.00117767975,-9.25E-06,0.5579536579,195.6441503,-49.06735084,0
0.3402533929,0.3198427451,0.1653549035,0.9486529412,0.01313294118,13.34441903,0.07666875,13.0052561,3.012779856,150.7620701,54440.54286,0.00460024145,0.6805067858,0.6413294118,0.3272001413,1.82973451,0.05595647059,0.0008235121912,-1.67E-06,0.3783040276,136.1013572,-31.45708615,0
0.2741556787,0.01313686275,0.3241361888,1,0,9.469417481,0.0545875,13.55951328,1.988034838,169.269715,43864.90859,0.004409100406,0.5483113573,0.02764686275,0.6469741977,2,0,0.0006723297546,-2.18E-06,0.4245293312,109.6622715,-54.77664528,0
0.2324824604,0.0697172549,0.2272349236,0.8413356863,0.0025,12.08984,0.04240625,9.766597322,1.485671749,129.6688951,37197.19367,0.001656687201,0.4649649209,0.1372170588,0.4533889718,1.642064314,0.01148196078,0.0001121919664,9.57E-06,0.3250904371,92.99298417,-63.28031835,0
0.2980051162,0.3512129412,0.251677435,0.9150960784,0.0008333333333,11.18681559,0.02138125,8.174755636,1.061675026,155.8106102,47680.81859,0.0008845968071,0.5960102324,0.7021861765,0.5027674705,1.817988431,0.009223137255,0.0001977682457,6.24E-06,0.3900622277,119.2020465,-76.72926485,0
0.4830012529,0.3778331373,0.3364200659,1,0.0025,15.00495857,0.07581875,15.67109611,2.914455731,234.9242519,77280.20047,0.002568314375,0.9660025059,0.7611721569,0.6707533306,2,0.00907745098,0.0005271408709,-1.17E-05,0.5886156583,193.2005012,-98.83779077,0
0.4115163441,0.3147376471,0.3084367973,1,0.05983372549,12.42448914,0.0340625,8.926611959,0.6969811816,205.5162989,65842.61506,0.003664044246,0.8230326882,0.6293586275,0.6163438082,2,0.1562745098,0.0003612578282,-3.66E-06,0.5142750518,164.6065376,-83.44639711,0
0.2325120859,0.1201501961,0.2429614708,0.8260819608,0.003392941176,13.04218092,0.0689375,11.35196844,1.157732532,134.0368465,37201.93374,0.000474431834,0.4650241717,0.2530698039,0.4841043983,1.577944314,0.009330588235,0.0001104069728,4.95E-06,0.3362917396,93.00483434,-69.47508993,0
0.3265204226,0.1719835294,0.2766985825,0.9663427451,0.09576156863,9.108721613,0.02755625,8.552556652,1.206997778,170.9832871,52243.26761,0.002238574256,0.6530408452,0.3439670588,0.5527511366,1.866472353,0.2213007843,0.000434527441,-2.26E-06,0.4279924101,130.608169,-75.76840074,0
0.5032999221,0.5045007843,0.1947769167,1,0.01261294118,16.40713336,0.07791875,11.32998481,1.259568045,215.572375,80527.98754,0.00307773693,1.006599844,1.008412647,0.3879303629,1.99943451,0.03321392157,0.001904062323,-1.35E-06,0.5396714125,201.3199689,-14.97299013,0
0.2598793819,0.09975137255,0.272256885,0.9850733333,0.04062235294,9.671734674,0.0369,9.528454477,1.081962846,150.249743,41580.7011,0.002486801921,0.5197587637,0.2004356863,0.5435380798,1.951062353,0.08124470588,0.0002545330693,-2.56E-06,0.3763788514,103.9517527,-72.53785473,0
0.6622200423,0.7559964706,0.1916961065,0.965325098,0.01916666667,14.94331878,0.03105625,10.52110046,1.85512844,275.5622462,105955.2068,0.003969463634,1.324440085,1.511833431,0.3821401967,1.892715686,0.05723039216,0.001216267906,-4.17E-06,0.6894064856,264.8880169,-26.68829027,1
0.4282055618,0.3872511765,0.2395928145,0.9619031373,0.01402745098,16.71701612,0.1416,17.27686874,2.842789803,195.5092453,68512.88988,0.001678111414,0.8564111236,0.7750008824,0.4756372388,1.908825098,0.03274941176,0.0008210574322,-1.11E-05,0.4906771299,171.2822247,-32.63331206,1
0.3436703047,0.2979482353,0.1925132919,0.8042196078,0.004472156863,16.27250324,0.087375,11.05041718,1.849316846,157.1788523,54987.24875,0.004961955339,0.6873406093,0.5960522549,0.3832582766,1.601176863,0.01876352941,0.0006348138646,8.23E-06,0.393916543,137.4681219,-49.58959244,1
0.5337831008,0.5433564706,0.1619218337,0.960467451,0.0325,16.20473547,0.04458125,9.515991269,1.061028999,222.9177842,85405.29612,0.00167969987,1.067566202,1.086250882,0.3226181588,1.899921176,0.07939823529,0.001399243447,-8.01E-07,0.5578002519,213.5132403,-20.2651269,1
0.5543308163,0.6547390196,0.2952345819,0.9443211765,0.1179427451,14.14715872,0.03801875,10.73986062,1.06806171,250.9901061,88692.9306,0.003891722767,1.108661633,1.309422647,0.5896192615,1.867405294,0.2959756863,0.0006985366473,-8.73E-07,0.628049062,221.7323265,-69.78168251,1
0.3488781961,0.3613052941,0.1636131093,0.7461964706,0.009747058824,15.41856064,0.0211125,6.464588568,0.6795213694,153.9995076,55820.51138,0.001795447117,0.6977563923,0.7224539216,0.3267442935,1.485807255,0.02468098039,0.0007288681558,3.40E-06,0.3853371433,139.5512785,-30.68204418,1
0.3810948449,0.3868341176,0.2309169552,0.8297298039,0.01285019608,15.39123265,0.03596875,9.438549599,0.9877702156,177.9883736,60975.17518,0.001363619151,0.7621896897,0.7749691176,0.4609537692,1.633254706,0.0348972549,0.0005283809281,1.62E-06,0.4455958279,152.4379379,-35.51050281,1
0.5323377374,0.5309629412,0.1258890646,0.9811,0.08079294118,15.9495953,0.0318375,7.60654938,1.22116747,218.6759798,85174.03798,0.001687823046,1.064675475,1.062031471,0.2507271651,1.907780392,0.176712549,0.0009089247212,2.51E-06,0.5470198324,212.9350949,-18.92881625,1
0.4976351748,0.5057839216,0.1012125227,0.8048796078,0.1353054902,15.63956071,0.03675,6.637819139,0.8940676787,203.0209301,79621.62797,0.001845991678,0.9952703496,1.011516471,0.2014744543,1.600517255,0.2739745098,0.001051621029,-5.02E-06,0.5078224454,199.0540699,-13.87672473,1
0.3792521703,0.3169223529,0.2343632236,0.8520541176,0.0005654901961,16.10857076,0.03429375,10.99609001,1.164830284,177.9899398,60680.34724,0.001754218673,0.7585043405,0.6359746078,0.4676645081,1.689761961,0.003616078431,0.0004857244854,-5.12E-06,0.4458229394,151.7008681,-55.18778504,1
0.418266185,0.3274352941,0.3059133949,0.9236615686,0.01819411765,15.01794645,0.0287,9.129128987,1.107192753,207.0782366,66922.5896,0.003026783639,0.83653237,0.657972549,0.6112536453,1.840161765,0.03849039216,0.0006275217972,2.66E-06,0.5181980441,167.306474,-58.49263857,1
0.217273728,0.1726266667,0.1233995074,0.7837968627,0.02664039216,14.83075567,0.03030625,7.245137711,1.23411774,99.68529373,34763.79648,0.001102617946,0.434547456,0.3454211765,0.2456409319,1.520348431,0.05860901961,0.0002880790416,8.77E-06,0.249870423,86.9094912,-18.46215265,1
0.4163626118,0.4334723529,0.2199345277,0.9336803922,0.0008482352941,16.65360135,0.08338125,13.19900071,2.023726051,187.8894083,66618.01789,0.003741330105,0.8327252236,0.8660072549,0.4380254518,1.846330784,0.002924117647,0.000586656894,7.83E-06,0.4708807459,166.5450447,-33.50458752,1
0.3759830097,0.4138545098,0.2066866218,0.8216180392,0.005037647059,15.97574063,0.051575,10.55034198,1.25300549,171.2947857,60157.28156,0.006276594059,0.7519660195,0.8288402941,0.4122268667,1.636352745,0.02395352941,0.000490741294,9.46E-07,0.4290481819,150.3932039,-26.18178242,1
0.5161935764,0.5972101961,0.2092852932,0.9408580392,0.02447215686,14.89127015,0.0436125,12.00019575,2.430315869,222.4791632,82590.97222,0.002310274185,1.032387153,1.193714608,0.417182448,1.866111569,0.06810803922,0.0007597299114,1.84E-06,0.5570058932,206.4774305,-53.03097756,1
0.3792113639,0.3360835294,0.2031450956,0.9797976471,0.003363137255,15.68468017,0.0366125,11.09436579,2.059379866,171.7206603,60673.81822,0.005131054908,0.7584227278,0.6738785294,0.4046198676,1.851183137,0.01805235294,0.0006930184367,1.26E-05,0.4301961275,151.6845456,-44.10652699,1
0.3764640726,0.3579294118,0.1359647523,0.7599192157,0.08233176471,15.23664959,0.018625,5.255925268,0.6212037343,160.0194774,60234.25162,0.0003370980176,0.7529281452,0.7156751961,0.2715915602,1.494947255,0.1678817647,0.0006944700788,-8.64E-07,0.4002638249,150.585629,-22.45706296,1
0.4392480551,0.4098294118,0.1483927154,0.953567451,0.1485721569,14.74294649,0.03049375,8.219761658,1.382020725,185.2725447,70279.68881,0.001091052961,0.8784961102,0.8197011765,0.2957991549,1.85443451,0.3193978431,0.0008668015303,-3.50E-06,0.4636361726,175.699222,-26.69280446,1
0.358719753,0.3694121569,0.2573120852,0.9926933333,0,15.24101404,0.06818125,14.36576272,2.137896872,175.9997844,57395.16048,0.003690740834,0.7174395059,0.7413193137,0.5125234513,1.977737255,0,0.0001808690769,-9.75E-07,0.4414627251,143.4879012,-63.92446674,1
0.3461837263,0.3167727451,0.1544005239,0.7944501961,0.007560392157,15.63784058,0.0575875,9.664634065,1.510251258,151.3136673,55389.3962,0.0006191245575,0.6923674526,0.6331284314,0.307333868,1.573370392,0.02104823529,0.0004693638409,8.01E-06,0.3790547109,138.4734905,-23.8465506,1
0.1758400781,0.07843039216,0.1937730941,0.7374980392,0,11.84832311,0.0543125,10.61630714,1.924323124,104.1255647,28134.4125,0.001172634232,0.3516801563,0.1602306863,0.3860705224,1.436757451,0,5.53E-05,2.46E-06,0.2616634136,70.33603125,-48.35195617,1
0.3708464481,0.4188278431,0.1827776919,0.9803780392,0,15.83524133,0.04950625,11.46899968,2.201825083,164.9788643,59335.43169,0.004412205491,0.7416928961,0.8396251961,0.3635647825,1.848611176,0.0004166666667,0.000381239339,-1.22E-06,0.4134424112,148.3385792,-33.96116656,1
0.4722676721,0.4400078431,0.1915755366,0.9190278431,0.02128235294,16.06385716,0.022625,8.554910687,1.103746301,203.6783836,75562.82754,0.002768529082,0.9445353442,0.8806673529,0.3824523442,1.819545098,0.0522272549,0.0009198126158,-6.51E-06,0.5096440859,188.9070688,-25.0370648,1
0.3874599772,0.4081235294,0.2321439938,0.8177403922,0.009166666667,15.46782719,0.0344625,8.968798972,0.7548045617,180.4498032,61993.59635,0.003377524689,0.7749199543,0.8162232353,0.4634949531,1.631748824,0.02663431373,0.0004946207778,6.32E-06,0.4516811078,154.9839909,-36.18107058,1
0.4771026575,0.502947451,0.1260356903,0.7371486275,0.02658,15.32223814,0.02870625,6.795704268,0.854890529,197.2706997,76336.4252,0.00208174908,0.954205315,1.006316667,0.2513393616,1.458667451,0.06198176471,0.001126033414,2.33E-06,0.4934680061,190.841063,-18.26784957,1
0.4448228267,0.4664737255,0.2463381285,0.8670090196,0.06819843137,15.50152859,0.05175,13.56490169,2.597392667,202.9383275,71171.65227,0.002294845902,0.8896456534,0.9384112745,0.4908695089,1.689094902,0.1563966667,0.0005200591832,1.19E-05,0.5084776792,177.9291307,-50.30090291,1
0.4775251398,0.5536,0.2820781526,0.9280247059,0.03080705882,15.17085059,0.03691875,11.90127842,1.344330831,221.5267354,76404.02236,0.002595635987,0.9550502795,1.107009216,0.5629826375,1.829564118,0.06161411765,0.0004062008128,8.62E-07,0.5546153426,191.0100559,-64.04608765,1
0.4932619371,0.4963411765,0.1992509924,0.9994345098,0.03048666667,15.96017305,0.05373125,11.34968715,1.333713879,212.4912047,78921.90994,0.002713978184,0.9865238743,0.992530098,0.3973116829,1.992979608,0.06489490196,0.001294987166,3.88E-06,0.5319836648,197.3047749,-17.97019275,1
0.3511496167,0.3654017647,0.1473825549,0.9840090196,0.03333333333,15.79836144,0.03474375,8.943714812,1.764756777,152.0672131,56183.93867,0.004278683257,0.7022992334,0.7324542157,0.2930692559,1.84828098,0.1003705882,0.0005910431599,1.05E-06,0.3808245284,140.4598467,-33.15725738,1
0.477569327,0.4558533333,0.2376225339,0.9027101961,0.03388823529,15.68492484,0.029175,9.727993293,1.284459461,213.1461354,76411.09232,0.001981457143,0.955138654,0.9117196078,0.4744322065,1.78750549,0.07110980392,0.0005663725462,6.45E-06,0.5334197314,191.0277308,-52.54683266,1
0.322012176,0.2783501961,0.2126549083,0.932492549,0.005870980392,15.90422939,0.052575,11.40031379,1.253115947,153.9359123,51521.94816,0.002766107313,0.644024352,0.5583357843,0.4239522452,1.809033137,0.01776960784,0.0002544342764,7.06E-06,0.385893621,128.8048704,-35.00681041,1
0.3920884924,0.2131564706,0.2835097144,0.9624317647,0.04927686275,14.37470683,0.03615,12.20000411,1.769940239,193.1552302,62734.15879,0.0007932073236,0.7841769849,0.4268784314,0.5656593961,1.906606667,0.1047188235,0.00039348154,7.09E-07,0.4838501723,156.835397,-72.15162101,1
0.502979525,0.5326939216,0.2441458446,0.931134902,0,16.24534427,0.06448125,13.1666988,1.661349367,223.2530703,80476.72399,0.002880811486,1.00595905,1.064734216,0.4868179209,1.842279804,0.00505254902,0.0003446738526,-2.39E-06,0.5591023852,201.19181,-43.54536777,1
0.478550502,0.5280645098,0.1453104561,0.7389419608,0.02691607843,15.32542187,0.0257625,7.945016971,0.9911849052,199.8924475,76568.08032,0.001930972697,0.957101004,1.056087353,0.2898248767,1.454859608,0.06271529412,0.0008304645341,-6.87E-07,0.5001250063,191.4202008,-18.27974028,1
0.2777633138,0.2660807843,0.1635482543,0.7139003922,0.001949411765,14.83162398,0.03485,7.361965383,0.8457661942,128.7240454,44442.13021,0.0009882182828,0.5555266277,0.532340098,0.3263560975,1.416991961,0.006287647059,0.0003051235643,2.82E-06,0.3223358449,111.1053255,-30.1923033,1
0.3931604392,0.4559219608,0.2172597175,0.800752549,0,15.5207038,0.035175,9.453623739,1.094531188,179.4294723,62905.67028,0.003269714577,0.7863208785,0.9113319608,0.4336834466,1.57531549,0,0.0008498094687,8.05E-06,0.4491950508,157.2641757,-44.15633965,1
0.3701843269,0.4188552941,0.1732615395,0.8187290196,0.0025,16.05485764,0.0709625,10.92085136,1.946711442,163.124782,59229.4923,0.003515047722,0.7403686538,0.8401006863,0.3445713204,1.569082549,0.01072215686,0.0004493759778,-5.26E-07,0.4087245955,148.0737308,-43.43722295,1
0.5203094325,0.5431037255,0.1984491236,0.9643960784,0.02769607843,16.66267281,0.0774875,12.43251096,1.472706754,222.4006886,83249.5092,0.003660612356,1.040618865,1.086082647,0.3950913225,1.92081902,0.05804490196,0.00134082519,-5.99E-06,0.5568681732,208.123773,-29.8044982,1
0.429632766,0.4269698039,0.1709867178,0.9690921569,0.00141372549,16.00723016,0.0471,10.68909837,1.182273304,184.6539103,68741.24256,0.002972428271,0.859265532,0.8535020588,0.3406747177,1.931163529,0.004918235294,0.001231935709,-7.80E-07,0.4624059403,171.8531064,-7.832723045,1
0.4867551952,0.5239719608,0.1872248898,0.8733654902,0,15.75546691,0.0318625,8.15830547,0.9130382363,208.4486669,77880.83123,0.001653895325,0.9735103903,1.048717059,0.3737694991,1.725176863,0.0005654901961,0.00119785055,3.24E-06,0.5215192657,194.7020781,-34.25611704,1
0.5479578456,0.6397494118,0.2955446992,0.9385380392,0.002797647059,15.67096382,0.0687125,14.53194925,2.104601616,248.6071954,87673.2553,0.0005310864329,1.095915691,1.280977255,0.5895118232,1.860962157,0.01175686275,0.0003812978333,8.63E-06,0.6225787696,219.1831382,-70.68092596,1
0.4236278224,0.3954388235,0.1476816964,0.7649945098,0.0534654902,15.18888997,0.02886875,7.487046538,0.766419462,179.2964322,67780.45158,0.003161346414,0.8472556448,0.79152,0.2947861043,1.514734314,0.1069309804,0.0006803827056,-1.33E-06,0.4486311987,169.451129,-19.67597731,1
0.4407012011,0.4659378431,0.1980891896,0.9362541176,0.003110196078,16.58041563,0.09199375,13.5564693,1.730738121,192.7934705,70512.19218,0.00153217366,0.8814024023,0.9320616667,0.3938968529,1.839262941,0.01738882353,0.0008277580885,-8.75E-06,0.4831730441,176.2804805,-21.70340915,1
0.4600637799,0.4651058824,0.08873986134,0.7141847059,0.06893019608,15.12849507,0.02548125,5.792641448,0.7781184236,187.328045,73610.20478,0.001628555616,0.9201275598,0.9299813725,0.1767348839,1.415354706,0.1451301961,0.0008286081963,-3.97E-06,0.4685432296,184.025512,-15.73024541,1
